pilotId,portCode,portName,pilotName,pilotCode,pilotType,pilotClass,certificationLevel,experienceYears,maxVesselGT,maxVesselLOA,nightOperations,adverseWeather,canTrain,licenseIssueDate,licenseExpiryDate,status,languages,certifications,certificationsCount
285,CNSZX,Port of Shenzhen,Qiang Xu,CNSZX-DS-1997-0285,Deep Sea,Class II,Class B,8,75000,300,TRUE,FALSE,FALSE,1997-05-01,2030-05-10,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Emergency Response; Car Carrier/RoRo; Naval Vessels; STCW Certificate,10
286,CNSZX,Port of Shenzhen,Xiao Xu,CNSZX-CP-1993-0286,Canal,Class III,Class C,6,40000,250,TRUE,FALSE,FALSE,1993-05-21,2029-08-16,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Bulk Carrier (Capesize); Night Operations - All Vessels; Bridge Resource Management (BRM); STCW Certificate,9
287,CNSZX,Port of Shenzhen,Qiang Huang,CNSZX-DS-2022-0287,Deep Sea,Class I,Unlimited,16,Unlimited,Unlimited,TRUE,TRUE,TRUE,2022-12-12,2027-01-15,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; Offshore Support Vessels; LPG Carrier Operations; Ship Handling Simulator Training; ISPS Security Awareness,9
288,CNSZX,Port of Shenzhen,Qiang Chen,CNSZX-DS-1991-0288,Deep Sea,Senior,Class A,28,150000,366,TRUE,TRUE,TRUE,1991-05-20,2028-11-06,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Cruise Ship Operations; Heavy Weather Operations; Bridge Resource Management (BRM); Environmental Compliance,9
289,CNSZX,Port of Shenzhen,Zhong Yang,CNSZX-DS-2001-0289,Deep Sea,Class II,Class B,5,75000,300,TRUE,FALSE,FALSE,2001-12-07,2028-05-11,On Leave,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Car Carrier/RoRo; Night Operations - All Vessels; Offshore Support Vessels,7
290,CNSZX,Port of Shenzhen,Hong Zhang,CNSZX-RP-2005-0290,River,Junior,Class C,4,40000,250,TRUE,FALSE,FALSE,2005-02-04,2025-02-21,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo,4
291,CNSZX,Port of Shenzhen,Hui Wu,CNSZX-CP-2021-0291,Canal,Class III,Class C,7,40000,250,TRUE,FALSE,FALSE,2021-06-01,2026-03-27,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; Dangerous Goods Vessels; Crisis Management; Electronic Chart Display (ECDIS); Environmental Compliance,8
292,CNSZX,Port of Shenzhen,Peng Wu,CNSZX-HP-1995-0292,Harbor,Class I,Class B,13,75000,300,TRUE,FALSE,TRUE,1995-07-22,2027-07-18,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Passenger Vessel; Container Vessel (ULCV); Emergency Response; Medical First Aid,10
293,CNSZX,Port of Shenzhen,Lei Chen,CNSZX-HP-2012-0293,Harbor,Class I,Unlimited,10,Unlimited,Unlimited,TRUE,TRUE,TRUE,2012-10-22,2030-02-28,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Tug and Tow Operations; Dangerous Goods Vessels; Car Carrier/RoRo; Night Operations - All Vessels,12
294,CNSZX,Port of Shenzhen,Wei Liu,CNSZX-RP-2000-0294,River,Class I,Unlimited,11,Unlimited,Unlimited,TRUE,TRUE,TRUE,2000-01-13,2030-11-24,Training,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; Container Vessel (ULCV); Offshore Support Vessels; STS Transfer Operations; Tug and Tow Operations,12
295,CNSZX,Port of Shenzhen,Ming Wang,CNSZX-RP-2008-0295,River,Senior,Class A,10,150000,366,TRUE,TRUE,TRUE,2008-02-13,2026-08-20,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Offshore Support Vessels; Restricted Visibility Operations; Bulk Carrier (Capesize); STCW Certificate,10
296,CNSZX,Port of Shenzhen,Xiao Li,CNSZX-CP-1998-0296,Canal,Class II,Class A,9,150000,366,TRUE,TRUE,FALSE,1998-05-01,2026-12-14,On Leave,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Chemical Tanker Handling; Restricted Visibility Operations; Manned Model Training; Human Factors Training,9
297,CNSZX,Port of Shenzhen,Peng Xu,CNSZX-HP-1993-0297,Harbor,Senior,Class A,21,150000,366,TRUE,TRUE,TRUE,1993-05-24,2025-06-20,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; Chemical Tanker Handling; Naval Vessels; Heavy Weather Operations; LNG Carrier Operations,11
298,CNSZX,Port of Shenzhen,Lei Liu,CNSZX-HP-2013-0298,Harbor,Class I,Class A,18,150000,366,TRUE,TRUE,TRUE,2013-09-11,2026-04-18,Training,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Emergency Response; Ice Navigation; Tug and Tow Operations; Chemical Tanker Handling,12
299,CNSZX,Port of Shenzhen,Yang Chen,CNSZX-HP-1992-0299,Harbor,Senior,Class A,21,150000,366,TRUE,TRUE,TRUE,1992-08-26,2029-12-24,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Bulk Carrier (Capesize); Container Vessel (ULCV); Naval Vessels; Heavy Weather Operations,12
300,CNSZX,Port of Shenzhen,Jian Wu,CNSZX-RP-2012-0300,River,Class I,Class A,17,150000,366,TRUE,TRUE,TRUE,2012-12-02,2028-12-18,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Bulk Carrier (Capesize); Car Carrier/RoRo; Heavy Weather Operations; Global Maritime Distress Safety System (GMDSS),10
301,CNSZX,Port of Shenzhen,Yang Liu,CNSZX-RP-2015-0301,River,Junior,Class D,1,20000,200,FALSE,FALSE,FALSE,2015-11-23,2025-11-08,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); High-Speed Craft,5
302,CNSZX,Port of Shenzhen,Xiao Zhang,CNSZX-CP-1996-0302,Canal,Class II,Class B,11,75000,300,TRUE,FALSE,FALSE,1996-07-01,2030-10-20,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Car Carrier/RoRo; Tug and Tow Operations; Ice Navigation; Crisis Management,10
303,CNSZX,Port of Shenzhen,Xiao Liu,CNSZX-RP-2017-0303,River,Class II,Class B,5,75000,300,TRUE,FALSE,FALSE,2017-02-23,2026-06-10,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Container Vessel (ULCV); LNG Carrier Operations,6
304,CNSZX,Port of Shenzhen,Ming Lin,CNSZX-CP-2021-0304,Canal,Class III,Class C,3,40000,250,TRUE,FALSE,FALSE,2021-02-20,2025-07-05,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Container Vessel (ULCV); Naval Vessels,6
305,CNSZX,Port of Shenzhen,Hong Wu,CNSZX-CP-2005-0305,Canal,Class I,Unlimited,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,2005-02-25,2025-01-15,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Heavy Weather Operations; High-Speed Craft; Ice Navigation; Car Carrier/RoRo; Port State Control Procedures,10
306,CNSZX,Port of Shenzhen,Peng Yang,CNSZX-HP-2003-0306,Harbor,Class II,Class C,4,40000,250,TRUE,FALSE,FALSE,2003-10-14,2029-05-23,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; VLCC/ULCC Handling; LNG Carrier Operations; Container Vessel (ULCV),7
307,CNSZX,Port of Shenzhen,Xiao Zhang,CNSZX-DS-2008-0307,Deep Sea,Class II,Class A,12,150000,366,TRUE,TRUE,FALSE,2008-01-08,2030-01-11,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Naval Vessels; Human Factors Training; Electronic Chart Display (ECDIS); Port State Control Procedures,8
308,CNSZX,Port of Shenzhen,Wei Zhang,CNSZX-HP-1991-0308,Harbor,Class III,Class C,5,40000,250,TRUE,FALSE,FALSE,1991-09-28,2026-07-27,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; Emergency Response,5
309,CNSZX,Port of Shenzhen,Chen Wang,CNSZX-CP-2007-0309,Canal,Senior,Unlimited,19,Unlimited,Unlimited,TRUE,TRUE,TRUE,2007-01-20,2029-10-22,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Dangerous Goods Vessels; Chemical Tanker Handling; Night Operations - All Vessels; Car Carrier/RoRo,11
310,CNSZX,Port of Shenzhen,Wei Wu,CNSZX-DS-1998-0310,Deep Sea,Class III,Class C,4,40000,250,TRUE,FALSE,FALSE,1998-05-07,2026-02-06,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Ice Navigation,5
311,CNSZX,Port of Shenzhen,Wei Wu,CNSZX-RP-2011-0311,River,Junior,Class C,4,40000,250,TRUE,FALSE,FALSE,2011-12-27,2030-02-10,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels,4
312,CNSZX,Port of Shenzhen,Hong Huang,CNSZX-RP-2009-0312,River,Class II,Class C,6,40000,250,TRUE,FALSE,FALSE,2009-08-15,2025-04-14,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; LNG Carrier Operations; Human Factors Training; Environmental Compliance; Automatic Radar Plotting Aid (ARPA),8
313,CNSZX,Port of Shenzhen,Lei Zhou,CNSZX-HP-1993-0313,Harbor,Trainee,Provisional,0,10000,150,FALSE,FALSE,FALSE,1993-02-28,2030-04-12,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Heavy Weather Operations; STS Transfer Operations,5
314,CNSZX,Port of Shenzhen,Qiang Liu,CNSZX-HP-2005-0314,Harbor,Class III,Class D,2,20000,200,FALSE,FALSE,FALSE,2005-03-14,2026-12-13,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; High-Speed Craft; Restricted Visibility Operations,6
315,CNSZX,Port of Shenzhen,Wei Wu,CNSZX-HP-1993-0315,Harbor,Class I,Unlimited,17,Unlimited,Unlimited,TRUE,TRUE,TRUE,1993-02-02,2028-03-03,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Car Carrier/RoRo; Passenger Vessel; Automatic Radar Plotting Aid (ARPA); Port State Control Procedures,9
316,CNSZX,Port of Shenzhen,Xiao Zhang,CNSZX-CP-2017-0316,Canal,Class II,Class B,12,75000,300,TRUE,FALSE,FALSE,2017-06-08,2025-02-21,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; Tug and Tow Operations; Naval Vessels; Heavy Weather Operations; Crisis Management,10
317,CNSZX,Port of Shenzhen,Wei Yang,CNSZX-CP-2007-0317,Canal,Senior,Unlimited,24,Unlimited,Unlimited,TRUE,TRUE,TRUE,2007-10-09,2028-11-28,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; Bulk Carrier (Capesize); Passenger Vessel; Restricted Visibility Operations; Offshore Support Vessels,12
318,CNSZX,Port of Shenzhen,Jian Zhang,CNSZX-RP-1997-0318,River,Trainee,Provisional,2,10000,150,FALSE,FALSE,FALSE,1997-03-08,2025-04-18,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling,4
319,CNSZX,Port of Shenzhen,Peng Liu,CNSZX-DS-2014-0319,Deep Sea,Class II,Class B,9,75000,300,TRUE,FALSE,FALSE,2014-07-17,2026-05-25,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Heavy Weather Operations; Offshore Support Vessels; STS Transfer Operations; Global Maritime Distress Safety System (GMDSS); Electronic Chart Display (ECDIS),9
320,CNSZX,Port of Shenzhen,Xiao Zhou,CNSZX-CP-2013-0320,Canal,Junior,Class D,1,20000,200,FALSE,FALSE,FALSE,2013-02-15,2026-06-18,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Restricted Visibility Operations,5
321,CNSZX,Port of Shenzhen,Qiang Li,CNSZX-CP-1997-0321,Canal,Senior,Unlimited,29,Unlimited,Unlimited,TRUE,TRUE,TRUE,1997-07-19,2027-03-11,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Naval Vessels; Night Operations - All Vessels; Manned Model Training; Medical First Aid,9
322,CNSZX,Port of Shenzhen,Hong Zhang,CNSZX-RP-1993-0322,River,Class III,Class C,5,40000,250,TRUE,FALSE,FALSE,1993-03-22,2028-02-19,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; High-Speed Craft; Night Operations - All Vessels,6
323,CNSZX,Port of Shenzhen,Jian Wu,CNSZX-DS-1991-0323,Deep Sea,Class III,Class C,2,40000,250,TRUE,FALSE,FALSE,1991-11-17,2029-03-23,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Offshore Support Vessels,5
324,CNSZX,Port of Shenzhen,Hui Xu,CNSZX-HP-1991-0324,Harbor,Senior,Class A,21,150000,366,TRUE,TRUE,TRUE,1991-04-18,2026-02-04,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Heavy Weather Operations; Tug and Tow Operations; VLCC/ULCC Handling; Car Carrier/RoRo,12
325,CNSZX,Port of Shenzhen,Hong Lin,CNSZX-RP-2002-0325,River,Senior,Unlimited,16,Unlimited,Unlimited,TRUE,TRUE,TRUE,2002-05-05,2025-05-01,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Dangerous Goods Vessels; LNG Carrier Operations; Naval Vessels; STS Transfer Operations,11
326,CNNBO,Ningbo-Zhoushan Port,Ming Liu,CNNBO-RP-2012-0326,River,Class I,Class B,8,75000,300,TRUE,FALSE,TRUE,2012-02-28,2030-12-16,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; High-Speed Craft; Offshore Support Vessels; Bulk Carrier (Capesize); LPG Carrier Operations,11
327,CNNBO,Ningbo-Zhoushan Port,Zhong Lin,CNNBO-HP-2017-0327,Harbor,Junior,Class D,1,20000,200,FALSE,FALSE,FALSE,2017-07-20,2030-07-18,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; Restricted Visibility Operations,5
328,CNNBO,Ningbo-Zhoushan Port,Jian Zhou,CNNBO-CP-2019-0328,Canal,Class II,Class B,8,75000,300,TRUE,FALSE,FALSE,2019-11-16,2026-02-06,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; Night Operations - All Vessels; Restricted Visibility Operations; Ice Navigation; Global Maritime Distress Safety System (GMDSS),10
329,CNNBO,Ningbo-Zhoushan Port,Yang Liu,CNNBO-HP-2003-0329,Harbor,Class I,Class A,18,150000,366,TRUE,TRUE,TRUE,2003-05-24,2030-01-09,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Dangerous Goods Vessels; Heavy Weather Operations; Manned Model Training; Environmental Compliance,9
330,CNNBO,Ningbo-Zhoushan Port,Chen Zhang,CNNBO-CP-2000-0330,Canal,Class II,Class B,7,75000,300,TRUE,FALSE,FALSE,2000-06-09,2028-08-04,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Emergency Response; Dangerous Goods Vessels; Car Carrier/RoRo; Bridge Resource Management (BRM),10
331,CNNBO,Ningbo-Zhoushan Port,Xiao Xu,CNNBO-CP-1999-0331,Canal,Class II,Class C,11,40000,250,TRUE,FALSE,FALSE,1999-05-14,2026-05-01,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; Restricted Visibility Operations; Environmental Compliance; Bridge Resource Management (BRM); ISPS Security Awareness,8
332,CNNBO,Ningbo-Zhoushan Port,Chen Zhou,CNNBO-RP-1997-0332,River,Class II,Class C,8,40000,250,TRUE,FALSE,FALSE,1997-11-15,2026-05-10,Training,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; LPG Carrier Operations; Manned Model Training; Automatic Radar Plotting Aid (ARPA); Human Factors Training,8
333,CNNBO,Ningbo-Zhoushan Port,Jian Lin,CNNBO-CP-1991-0333,Canal,Class II,Class A,12,150000,366,TRUE,TRUE,FALSE,1991-03-23,2027-11-19,On Leave,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; LNG Carrier Operations; Human Factors Training; Medical First Aid; Environmental Compliance,8
334,CNNBO,Ningbo-Zhoushan Port,Hui Zhang,CNNBO-HP-1995-0334,Harbor,Class III,Class D,4,20000,200,FALSE,FALSE,FALSE,1995-01-05,2030-01-08,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; Ice Navigation,5
335,CNNBO,Ningbo-Zhoushan Port,Peng Liu,CNNBO-CP-1996-0335,Canal,Junior,Class C,4,40000,250,TRUE,FALSE,FALSE,1996-12-19,2027-05-04,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations,4
336,CNNBO,Ningbo-Zhoushan Port,Wei Yang,CNNBO-RP-1992-0336,River,Senior,Unlimited,17,Unlimited,Unlimited,TRUE,TRUE,TRUE,1992-12-06,2025-10-09,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; Cruise Ship Operations; VLCC/ULCC Handling; Passenger Vessel; Tug and Tow Operations,11
337,CNNBO,Ningbo-Zhoushan Port,Yang Chen,CNNBO-DS-2014-0337,Deep Sea,Class I,Unlimited,11,Unlimited,Unlimited,TRUE,TRUE,TRUE,2014-06-02,2028-08-21,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Naval Vessels; VLCC/ULCC Handling; Heavy Weather Operations; LPG Carrier Operations,11
338,CNNBO,Ningbo-Zhoushan Port,Peng Wu,CNNBO-RP-2010-0338,River,Class I,Class A,10,150000,366,TRUE,TRUE,TRUE,2010-06-10,2026-06-16,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; LPG Carrier Operations; Ice Navigation; Passenger Vessel; Naval Vessels,12
339,CNNBO,Ningbo-Zhoushan Port,Chen Chen,CNNBO-RP-1998-0339,River,Senior,Class A,18,150000,366,TRUE,TRUE,TRUE,1998-05-19,2026-07-09,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Emergency Response; Dangerous Goods Vessels; Manned Model Training; Environmental Compliance,9
340,CNNBO,Ningbo-Zhoushan Port,Peng Zhou,CNNBO-RP-2008-0340,River,Class III,Class D,4,20000,200,FALSE,FALSE,FALSE,2008-06-03,2030-10-11,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; LNG Carrier Operations; Naval Vessels,6
341,CNNBO,Ningbo-Zhoushan Port,Hong Yang,CNNBO-HP-2014-0341,Harbor,Senior,Unlimited,23,Unlimited,Unlimited,TRUE,TRUE,TRUE,2014-02-28,2026-09-09,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Dangerous Goods Vessels; Ice Navigation; Cruise Ship Operations; Container Vessel (ULCV),11
